Academic Term,Term Value,Queried Subject,Class Code,Class Nbr,Course Title,Units,Teaching Staff,Quota(s),Vacancy,Course Component,Section Code,Language,Period,Room,Meeting Date,Add Consent,Drop Consent,Course Offering Dept
2026-27 Term 1,2420,AIST,AIST4040-,5095,Math Foundations of DL 深度學習的數學基礎,3.00,- Professor LIU Weiyang,60,60,LEC,-,E,We 02:30PM - 03:15PM,MMW_707,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4040-,5095,Math Foundations of DL 深度學習的數學基礎,3.00,- Professor LIU Weiyang,60,60,TUT,-T01,E,We 01:30PM - 02:15PM,MMW_707,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998A,8131,Final Year Project I 畢業專題研究（一）,3.00,- Professor PAN Jialin,10,8,PRJ,AJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AA,8148,Final Year Project I 畢業專題研究（一）,3.00,- Professor YOUNG Fung Yu,10,10,PRJ,AAJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AB,6603,Final Year Project I 畢業專題研究（一）,3.00,- Professor YU Bei,10,10,PRJ,ABJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AC,6604,Final Year Project I 畢業專題研究（一）,3.00,- Dr. CHAU Chuck Jee,10,8,PRJ,ACJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AD,6218,Final Year Project I 畢業專題研究（一）,3.00,- Dr. CHEONG Chi Hong,10,10,PRJ,ADJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AE,8152,Final Year Project I 畢業專題研究（一）,3.00,- Dr. CHUI Yim Pan,10,8,PRJ,AEJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AF,8168,Final Year Project I 畢業專題研究（一）,3.00,- Dr. KAM Ho Chuen,10,10,PRJ,AFJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AG,8169,Final Year Project I 畢業專題研究（一）,3.00,- Dr. LAM King Tin,10,6,PRJ,AGJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AH,6324,Final Year Project I 畢業專題研究（一）,3.00,- Dr. LAW Yat Chiu,10,10,PRJ,AHJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AI,6230,Final Year Project I 畢業專題研究（一）,3.00,- Professor LU Songtao,10,10,PRJ,AIJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AJ,8149,Final Year Project I 畢業專題研究（一）,3.00,- Dr. SUM Kwok Wing,10,10,PRJ,AJJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AK,6211,Final Year Project I 畢業專題研究（一）,3.00,- Dr. YU Michael Ruisi,10,10,PRJ,AKJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AL,8150,Final Year Project I 畢業專題研究（一）,3.00,- Dr. TSANG Siu Chung,10,9,PRJ,ALJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AM,8170,Final Year Project I 畢業專題研究（一）,3.00,- Professor Lauren Marcelyn PICK,10,10,PRJ,AMJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AN,8175,Final Year Project I 畢業專題研究（一）,3.00,- Professor ZHANG Hanrui,10,10,PRJ,ANJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AO,8117,Final Year Project I 畢業專題研究（一）,3.00,- Professor XU Qiang,10,10,PRJ,AOJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AP,8094,Final Year Project I 畢業專題研究（一）,3.00,- Professor KING Kuo Chin Irwin,10,8,PRJ,APJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998AQ,8171,Final Year Project I 畢業專題研究（一）,3.00,- Professor YUAN Yixuan,10,9,PRJ,AQJ1,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998B,4812,Final Year Project I 畢業專題研究（一）,3.00,- Staff,10,10,PRJ,BJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998C,6219,Final Year Project I 畢業專題研究（一）,3.00,- Professor CHENG James,10,10,PRJ,CJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998D,8134,Final Year Project I 畢業專題研究（一）,3.00,- Professor DOU Qi,10,9,PRJ,DJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998E,6209,Final Year Project I 畢業專題研究（一）,3.00,- Professor Farzan FARNIA,10,10,PRJ,EJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998F,6425,Final Year Project I 畢業專題研究（一）,3.00,- Professor FU Chi Wing,10,10,PRJ,FJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998G,8135,Final Year Project I 畢業專題研究（一）,3.00,- Professor LIANG Zhiding,10,10,PRJ,GJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998H,8136,Final Year Project I 畢業專題研究（一）,3.00,- Professor HO Tsung Yi,10,9,PRJ,HJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998I,8137,Final Year Project I 畢業專題研究（一）,3.00,- Professor LI Shaohua,10,8,PRJ,IJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998J,8139,Final Year Project I 畢業專題研究（一）,3.00,- Professor LIU Shengchao,10,7,PRJ,JJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998K,6322,Final Year Project I 畢業專題研究（一）,3.00,- Staff,10,10,PRJ,KJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998L,8140,Final Year Project I 畢業專題研究（一）,3.00,- Professor LEE Pak Ching,10,10,PRJ,LJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998M,8132,Final Year Project I 畢業專題研究（一）,3.00,- Dr. JIANG Yuli,10,10,PRJ,MJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998N,8141,Final Year Project I 畢業專題研究（一）,3.00,- Professor LI Yu,10,10,PRJ,NJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998O,8138,Final Year Project I 畢業專題研究（一）,3.00,- Professor LO Chi Lik Eric,10,10,PRJ,OJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998P,6217,Final Year Project I 畢業專題研究（一）,3.00,- Professor LYU Rung Tsong Michael,10,5,PRJ,PJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998Q,8145,Final Year Project I 畢業專題研究（一）,3.00,- Professor MENG Wei,10,10,PRJ,QJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998R,8142,Final Year Project I 畢業專題研究（一）,3.00,- Professor SHAO Zili,10,10,PRJ,RJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998S,8146,Final Year Project I 畢業專題研究（一）,3.00,- Professor TAO Yufei,10,10,PRJ,SJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998T,8133,Final Year Project I 畢業專題研究（一）,3.00,- Professor LIANG Xiao,10,10,PRJ,TJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998U,6323,Final Year Project I 畢業專題研究（一）,3.00,- Professor WANG Liwei,10,10,PRJ,UJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998V,8151,Final Year Project I 畢業專題研究（一）,3.00,- Dr. TIAN Yusheng,10,9,PRJ,VJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998W,8143,Final Year Project I 畢業專題研究（一）,3.00,- Professor LIU Weiyang,10,8,PRJ,WJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998X,6210,Final Year Project I 畢業專題研究（一）,3.00,- Professor XU Hong,10,9,PRJ,XJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998Y,8144,Final Year Project I 畢業專題研究（一）,3.00,- Professor WANG Zhengrong,10,10,PRJ,YJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4998Z,8147,Final Year Project I 畢業專題研究（一）,3.00,- Professor YANG Ming Chang,10,10,PRJ,ZJ01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,AIST,AIST4999-,6321,Final Year Project II 畢業專題研究（二）,3.00,- Staff,10,10,PRJ,-J01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Computer Sci & Engg
2026-27 Term 1,2420,ANTH,ANTH1010-,9353,Humans and Culture 人類與文化,3.00,- Professor Adam Daniel LIEBMAN,36,34,LEC,-,E,We 11:30AM - 01:15PM,NAH_213,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1010-,9353,Humans and Culture 人類與文化,3.00,- Professor Adam Daniel LIEBMAN,12,10,TUT,-T01,E,We 01:30PM - 02:15PM,UCA_103,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1010-,9353,Humans and Culture 人類與文化,3.00,- Professor Adam Daniel LIEBMAN,12,12,TUT,-T02,E,We 02:30PM - 03:15PM,UCA_103,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1010-,9353,Humans and Culture 人類與文化,3.00,- Professor Adam Daniel LIEBMAN,12,12,TUT,-T03,E,We 03:30PM - 04:15PM,UCA_103,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1020-,7536,Anth: The Study of Global Huma 人類學：環球人類研究,3.00,- Professor CHENG Sea Ling,80,77,LEC,-,E,Tu 01:30PM - 03:15PM,MMW_LT1,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1020-,7536,Anth: The Study of Global Huma 人類學：環球人類研究,3.00,- Professor CHENG Sea Ling,80,77,TUT,-T01,E,Tu 03:30PM - 04:15PM,MMW_LT1,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1100-,9345,Understanding Anthropology 認識人類學,3.00,- Staff,40,38,LEC,-,E,Mo 02:30PM - 04:15PM,UCC_111,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1100-,9345,Understanding Anthropology 認識人類學,3.00,- Staff,40,38,LEC,-,E,Mo 02:30PM - 04:15PM,UCC_111,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1100-,9345,Understanding Anthropology 認識人類學,3.00,- Staff,40,38,TUT,-T01,E,Mo 04:30PM - 05:15PM,UCC_111,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1100-,9345,Understanding Anthropology 認識人類學,3.00,- Staff,40,38,TUT,-T01,E,Mo 04:30PM - 05:15PM,UCC_111,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1410-,9086,Culture of Hong Kong 香港的文化,3.00,- Dr. TANG Wai Man,60,60,LEC,-,C,Mo 11:30AM - 01:15PM,NAH_115,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1410-,9086,Culture of Hong Kong 香港的文化,3.00,- Dr. TANG Wai Man,60,60,LEC,-,C,Mo 11:30AM - 01:15PM,NAH_115,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1410-,9086,Culture of Hong Kong 香港的文化,3.00,- Dr. TANG Wai Man,15,15,TUT,-T01,C&E&P,Mo 01:30PM - 02:15PM,UCC_110,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1410-,9086,Culture of Hong Kong 香港的文化,3.00,- Dr. TANG Wai Man,15,15,TUT,-T01,C&E&P,Mo 01:30PM - 02:15PM,UCC_110,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1410-,9086,Culture of Hong Kong 香港的文化,3.00,- Dr. TANG Wai Man,15,15,TUT,-T02,C&E&P,Mo 02:30PM - 03:15PM,UCC_110,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1410-,9086,Culture of Hong Kong 香港的文化,3.00,- Dr. TANG Wai Man,15,15,TUT,-T02,C&E&P,Mo 02:30PM - 03:15PM,UCC_110,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH1410-,9086,Culture of Hong Kong 香港的文化,3.00,- Dr. TANG Wai Man,30,30,TUT,-T03,C&E&P,TBA,NRR,07/09/2026 - 30/11/2026,,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2110-,7538,History of Anth Theory 人類學理論歷史,3.00,- Dr. Tim ROSENKRANZ,60,60,LEC,-,E,We 09:30AM - 11:15AM,UCC_C3,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2110-,7538,History of Anth Theory 人類學理論歷史,3.00,- Dr. Tim ROSENKRANZ,20,20,TUT,-T01,E,We 11:30AM - 12:15PM,UCC_C3,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2110-,7538,History of Anth Theory 人類學理論歷史,3.00,- Dr. Tim ROSENKRANZ,20,20,TUT,-T02,E,We 01:30PM - 02:15PM,UCA_104,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2110-,7538,History of Anth Theory 人類學理論歷史,3.00,- Dr. Tim ROSENKRANZ,20,20,TUT,-T03,E,We 12:30PM - 01:15PM,UCA_103,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2350-,9513,Meanings of Life 生活的意義,3.00,- Professor Gordon Clark MATHEWS,58,58,LEC,-,E,Th 01:30PM - 03:15PM,NAH_115,"9/10, 9/17, 9/24",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2350-,9513,Meanings of Life 生活的意義,3.00,- Professor Gordon Clark MATHEWS,58,58,LEC,-,E,Th 01:30PM - 03:15PM,NAH_115,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2350-,9513,Meanings of Life 生活的意義,3.00,- Professor Gordon Clark MATHEWS,15,15,TUT,-T01,E,Th 04:30PM - 05:15PM,UCC_114,"9/10, 9/17, 9/24",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2350-,9513,Meanings of Life 生活的意義,3.00,- Professor Gordon Clark MATHEWS,15,15,TUT,-T01,E,Th 04:30PM - 05:15PM,UCC_114,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2350-,9513,Meanings of Life 生活的意義,3.00,- Professor Gordon Clark MATHEWS,15,15,TUT,-T02,E,Th 05:30PM - 06:15PM,UCC_114,"9/10, 9/17, 9/24",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2350-,9513,Meanings of Life 生活的意義,3.00,- Professor Gordon Clark MATHEWS,15,15,TUT,-T02,E,Th 05:30PM - 06:15PM,UCC_114,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2350-,9513,Meanings of Life 生活的意義,3.00,- Professor Gordon Clark MATHEWS,13,13,TUT,-T03,E,Th 03:30PM - 04:15PM,UCC_102,"9/10, 9/17, 9/24",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2350-,9513,Meanings of Life 生活的意義,3.00,- Professor Gordon Clark MATHEWS,13,13,TUT,-T03,E,Th 03:30PM - 04:15PM,UCC_102,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2350-,9513,Meanings of Life 生活的意義,3.00,- Professor Gordon Clark MATHEWS,15,15,TUT,-T04,E,TBA,NRR,07/09/2026 - 30/11/2026,,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2360-,7161,Ethics and Experience 倫理與人類體驗,3.00,- Professor KUAN Teresa,20,20,LEC,-,E,Th 10:30AM - 12:15PM,UCC_C2,"9/10, 9/17, 9/24",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2360-,7161,Ethics and Experience 倫理與人類體驗,3.00,- Professor KUAN Teresa,20,20,LEC,-,E,Th 10:30AM - 12:15PM,UCC_C2,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2360-,7161,Ethics and Experience 倫理與人類體驗,3.00,- Professor KUAN Teresa,10,10,TUT,-T01,E,Th 04:30PM - 05:15PM,UCC_110,"9/10, 9/17, 9/24",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2360-,7161,Ethics and Experience 倫理與人類體驗,3.00,- Professor KUAN Teresa,10,10,TUT,-T01,E,Th 04:30PM - 05:15PM,UCC_110,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2360-,7161,Ethics and Experience 倫理與人類體驗,3.00,- Professor KUAN Teresa,10,10,TUT,-T02,E,Th 05:30PM - 06:15PM,UCC_110,"9/10, 9/17, 9/24",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2360-,7161,Ethics and Experience 倫理與人類體驗,3.00,- Professor KUAN Teresa,10,10,TUT,-T02,E,Th 05:30PM - 06:15PM,UCC_110,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2370-,9504,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,25,25,LEC,-,C,We 12:30PM - 02:15PM,UCC_C3,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2370-,9504,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,13,13,TUT,-T01,C,We 02:30PM - 03:15PM,UCC_110,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2370-,9504,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,12,12,TUT,-T02,C,TBA,NRR,07/09/2026 - 30/11/2026,,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2403-,5215,Topics in Ethnography III 民族誌專題（三）,3.00,- Professor Aaron Jeffrey HAMES,20,20,LEC,-,E,Mo 02:30PM - 04:15PM,CKB_123,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2403-,5215,Topics in Ethnography III 民族誌專題（三）,3.00,- Professor Aaron Jeffrey HAMES,20,20,LEC,-,E,Mo 02:30PM - 04:15PM,CKB_123,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2403-,5215,Topics in Ethnography III 民族誌專題（三）,3.00,- Professor Aaron Jeffrey HAMES,20,20,TUT,-T01,E,Mo 05:30PM - 06:15PM,CKB_123,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2403-,5215,Topics in Ethnography III 民族誌專題（三）,3.00,- Professor Aaron Jeffrey HAMES,20,20,TUT,-T01,E,Mo 05:30PM - 06:15PM,CKB_123,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2420-,7540,Culture and Modernity in China 中國的文化及現代性,3.00,- Staff,20,20,LEC,-,E,Mo 10:30AM - 12:15PM,UCC_C3,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2420-,7540,Culture and Modernity in China 中國的文化及現代性,3.00,- Staff,20,20,LEC,-,E,Mo 10:30AM - 12:15PM,UCC_C3,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2420-,7540,Culture and Modernity in China 中國的文化及現代性,3.00,- Staff,20,20,TUT,-T01,E,Mo 12:30PM - 01:15PM,UCC_C3,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2420-,7540,Culture and Modernity in China 中國的文化及現代性,3.00,- Staff,20,20,TUT,-T01,E,Mo 12:30PM - 01:15PM,UCC_C3,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2550-,5142,Working Cultures 工作文化 - 認識廿十一世紀的,3.00,- Dr. Tim ROSENKRANZ,15,15,LEC,-,E,Tu 01:30PM - 03:15PM,NAH_11,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2550-,5142,Working Cultures 工作文化 - 認識廿十一世紀的,3.00,- Dr. Tim ROSENKRANZ,8,8,TUT,-T01,E,Tu 04:30PM - 05:15PM,UCC_206,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2550-,5142,Working Cultures 工作文化 - 認識廿十一世紀的,3.00,- Dr. Tim ROSENKRANZ,7,7,TUT,-T02,E,Tu 05:30PM - 06:15PM,UCC_206,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Anthropology
2026-27 Term 1,2420,ANTH,ANTH2710-,9704,Archaeology of China 中國考古學,3.00,- Professor WONG Wai Yee,30,30,LEC,-,C,Mo 10:30AM - 12:15PM,UCC_207,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Anthropology
