term_code,class_nbr,course_code,class_code,section_code,primary_component,career,language,units,course_title_en,course_title_zh,teaching_staff,quota_total,vacancy,add_consent,drop_consent,course_offering_dept,source_snapshot_id,source_kind,captured_at
2420,7092,DOTE2030,DOTE2030D,D,LEC,Undergraduate,E,3,Operations Management,營運管理,- Staff,70,37,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,7036,DOTE2040,DOTE2040A,A,LEC,Undergraduate,E,3,Business Analytics,商務分析,- Professor ZHU Kaijie,70,44,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,5604,DOTE2051,DOTE2051A,A,LEC,Undergraduate,E,3,Business Information Systems,商業資訊系統,- Professor LEE Myunghwan,70,47,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,5605,DOTE2051,DOTE2051B,B,LEC,Undergraduate,E,3,Business Information Systems,商業資訊系統,- Professor LEE Myunghwan,70,52,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,5602,DOTE2051,DOTE2051C,C,LEC,Undergraduate,E,3,Business Information Systems,商業資訊系統,- Professor LEE Myunghwan,70,50,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,7297,DOTE2051,DOTE2051D,D,LEC,Undergraduate,E,3,Business Information Systems,商業資訊系統,- Professor LI Tianyi,70,56,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,5924,DOTE2051,DOTE2051E,E,LEC,Undergraduate,E,3,Business Information Systems,商業資訊系統,- Professor LI Tianyi,70,55,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,5595,DOTE3080,DOTE3080-,-,LEC,Undergraduate,E,3,Macroeconomics for Managers,宏觀經濟與管理,- Dr. FU Rao,40,29,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,8501,DOTE3090,DOTE3090-,-,LEC,Undergraduate,E,3,Game Theory for Bus Strategy,商業策略博奕論,- Professor KO Chiu Yu,45,37,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,8310,DOTE4020,DOTE4020A,A,LEC,Undergraduate,E,3,Decision Modeling & Analytics,決策建模和分析,- Professor GAO Xiangyu,55,0,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,5912,DOTE4070,DOTE4070A,A,LEC,Undergraduate,E,3,Data Mgt & Big Data Analytics,數據管理及大數據分析,- Staff,55,14,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,5662,DOTE4110,DOTE4110A,A,LEC,Undergraduate,E,3,Economic Analytics,經濟分析,- Dr. YUEN Chi Lok,50,26,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,7751,DOTE4260,DOTE4260-,-,LEC,Undergraduate,E,3,Business Process Analytics,企業流程分析,- Professor ZHU Kaijie,50,29,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,7040,DOTE4280,DOTE4280-,-,LEC,Undergraduate,E,3,Network and Security,網絡與網絡安全,- Professor LI Tianyi,45,32,,,"Dept of Decis, Oper & Tech",2026-08-15T00-47-47+08-00,historical_fallback,
2420,5788,DSPS1001,DSPS1001-,-,LEC,Undergraduate,E,3,Introduction to Policy Science,政策科學入門,- Professor CHAN Chee Hon,50,49,,,Data Science & Policy Stud PC,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8280,DSPS1003,DSPS1003A,A,LEC,Undergraduate,E,3,Foundation of Data Science,數據科學基礎,- Dr. WONG Kwong Cheong,50,46,,,Data Science & Policy Stud PC,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5750,DSPS2202,DSPS2202-,-,LEC,Undergraduate,E,3,Database Systems for Dat Sci,數據科學的資料庫系統,- Dr. KWOK Pak Ki,30,28,,,Data Science & Policy Stud PC,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5803,DSPS2301,DSPS2301-,-,LEC,Undergraduate,E,3,Pol Analysis & Design Thinking,政策分析及設計思考,- Professor WONG Wai Ho,32,27,,,Data Science & Policy Stud PC,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5731,DSPS2520,DSPS2520-,-,LEC,Undergraduate,E,3,Data Science Proj Management,數據科學項目管理,- Dr. KWOK Pak Ki,32,29,,,Data Science & Policy Stud PC,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8281,DSPS3202,DSPS3202-,-T01,TUT,Undergraduate,E,3,Machine Learning for PP,公共政策機器學習,- Dr. WONG Kwong Cheong,30,27,,,Data Science & Policy Stud PC,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,6121,DSPS3801,DSPS3801-,-P01,PRA,Undergraduate,C&E,3,Internship,實習,- Dr. WONG Kwong Cheong,30,13,Yes,Yes,Data Science & Policy Stud PC,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8283,DSPS3802,DSPS3802-,-T01,TUT,Undergraduate,E,3,Advanced Data Visualization,進階數據視覺化,- Dr. KWOK Pak Ki,30,27,,,Data Science & Policy Stud PC,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,6680,DSPS3803,DSPS3803-,-T01,TUT,Undergraduate,E,3,AI for Social Good,人工智慧與社會公益,- Dr. WONG Kwong Cheong,30,22,,,Data Science & Policy Stud PC,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,6335,DSPS4801,DSPS4801-,-J01,PRJ,Undergraduate,E,3,Graduation Capstone Project I,畢業總結項目（一）,- Dr. KWOK Pak Ki - Dr. WONG Kwong Cheong - Professor CHAN Chee Hon - Professor QIU Lin - Professor WONG Wai Ho,40,40,Yes,Yes,Data Science & Policy Stud PC,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,6299,DSPS4802,DSPS4802-,-J01,PRJ,Undergraduate,E,3,Graduation Capstone Project II,畢業總結項目（二）,- Dr. KWOK Pak Ki - Dr. WONG Kwong Cheong - Professor CHAN Chee Hon - Professor QIU Lin - Professor WONG Wai Ho,30,30,Yes,Yes,Data Science & Policy Stud PC,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5872,ECON1010,ECON1010A,A,LEC,Undergraduate,E,3,Perspectives in Economics,經濟學概觀,- Miss LEUNG Yuk Chun,40,38,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5873,ECON1010,ECON1010B,B,LEC,Undergraduate,E,3,Perspectives in Economics,經濟學概觀,- Miss LEUNG Yuk Chun,40,40,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5526,ECON1101,ECON1101A,A,LEC,Undergraduate,E,2,Mathematical Methods in Eco I,經濟數學方法（一）,- Dr. CHOW Yan Chi Vinci,90,88,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5527,ECON1101,ECON1101B,B,LEC,Undergraduate,E,2,Mathematical Methods in Eco I,經濟數學方法（一）,- Dr. CHOW Yan Chi Vinci,90,87,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9695,ECON1210,ECON1210-,-,LEC,Undergraduate,E,3,Economics and Society,經濟學與社會,- Dr. IP Tak Sang,140,129,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,7484,ECON1220,ECON1220A,A,LEC,Undergraduate,E,3,Contemporary Economic Thinking,當代經濟思想,- Professor KWONG Kai Sun Sunny,140,135,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,4965,ECON1420,ECON1420A,A,LEC,Undergraduate,C&E,3,Basic Banking & Finance,銀行與金融概觀,- Dr. YAN Wai Hin,40,32,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9809,ECON1902,ECON1902-,-,LEC,Undergraduate,E,2,A Guide to Learning Economics,經濟學入門,- Staff,130,96,Yes,Yes,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5301,ECON2011,ECON2011A,A,LEC,Undergraduate,E,3,Basic Microeconomics,基本微觀經濟學,- Dr. HO Cheuk Yin,80,64,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5528,ECON2011,ECON2011B,B,LEC,Undergraduate,E,3,Basic Microeconomics,基本微觀經濟學,- Dr. HO Cheuk Yin,80,75,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5315,ECON2011,ECON2011C,C,LEC,Undergraduate,E,3,Basic Microeconomics,基本微觀經濟學,- Staff,80,77,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5529,ECON2021,ECON2021A,A,LEC,Undergraduate,E,3,Basic Macroeconomics,基本宏觀經濟學,- Dr. WOO Wai Chiu,90,84,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5324,ECON2021,ECON2021B,B,LEC,Undergraduate,E,3,Basic Macroeconomics,基本宏觀經濟學,- Dr. WOO Wai Chiu,90,81,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9820,ECON2121,ECON2121A,A,LEC,Undergraduate,E,3,Methods of Economic Statistics,經濟統計方法,- Dr. James Philip MARTIN,120,116,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5530,ECON3011,ECON3011A,A,LEC,Undergraduate,E,3,Intermed Microeconomic Theory,中級微觀經濟理論,- Dr. MOK Kai Chung - Dr. YUNG Chor Wing Linda,110,92,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5531,ECON3021,ECON3021A,A,LEC,Undergraduate,E,3,Intermed Macroeconomic Theory,中級宏觀經濟理論,- Dr. MOK Kai Chung,110,101,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9258,ECON3121,ECON3121A,A,LEC,Undergraduate,E,3,Introductory Econometrics,計量經濟學導論,- Dr. James Philip MARTIN,90,80,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9256,ECON3121,ECON3121B,B,LEC,Undergraduate,E,3,Introductory Econometrics,計量經濟學導論,- Dr. James Philip MARTIN,87,76,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9259,ECON3140,ECON3140A,A,LEC,Undergraduate,C&E,3,Financial Data Analysis,財務數據分析,- Dr. IP Tak Sang,110,83,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9559,ECON3260,ECON3260-,-,LEC,Undergraduate,E,3,History of Economic Thought,經濟思想史,- Professor KWONG Kai Sun Sunny,65,27,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9529,ECON3370,ECON3370-,-,LEC,Undergraduate,E,3,Business Environment of China,中國營商環境,- Professor ZHANG Yifan,80,51,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,4969,ECON3380,ECON3380-,-,LEC,Undergraduate,E,3,Economy of Hong Kong,香港經濟,- Dr. YAN Wai Hin,65,30,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5532,ECON3410,ECON3410A,A,LEC,Undergraduate,E,3,Money and Banking,貨幣與銀行學,- Staff,80,57,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5915,ECON3420,ECON3420A,A,LEC,Undergraduate,E,3,Financial Economics,金融經濟學,- Professor LI Zhen,75,33,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5533,ECON3430,ECON3430A,A,LEC,Undergraduate,E,3,Public Finance,財政學,- Dr. WOO Wai Chiu,90,67,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5534,ECON3460,ECON3460-,-,LEC,Undergraduate,E,3,Development Economics,發展經濟學,- Staff,90,70,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9306,ECON3470,ECON3470-,-,LEC,Undergraduate,E,3,Labour Economics,勞動經濟學,- Dr. YUNG Chor Wing Linda,60,30,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5535,ECON3480,ECON3480-,-,LEC,Undergraduate,E,3,Industrial Organization,工業組織,- Dr. IP Tak Sang,100,55,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9818,ECON3540,ECON3540-,-,LEC,Undergraduate,E,3,Foundations of Corp Finance,基礎企業財務,- Professor DU Julan,110,72,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5577,ECON3590,ECON3590A,A,LEC,Undergraduate,E,3,Business Economics,商業經濟學,- Dr. IP Tak Sang,110,80,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8554,ECON4010,ECON4010-,-,LEC,Undergraduate,E,3,Adv Topics in Microeconomics,高級微觀經濟學專題,- Professor LI Duozhe,30,19,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8596,ECON4120,ECON4120-,-,LEC,Undergraduate,E,3,Applied Forecasting Methods,應用預測方法,- Professor LI Zhen,90,62,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9566,ECON4130,ECON4130-,-,LEC,Undergraduate,E,3,Machine Learning Method in Eco,機械學習在經濟學的應用,- Dr. CHOW Yan Chi Vinci,40,17,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5182,ECON4470,ECON4470-,-,LEC,Undergraduate,E,3,Economics of Behavioural Finan,行為金融學的經濟分析,- Staff,40,17,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9435,ECON4901,ECON4901A,AS01,SEM,Undergraduate,E,2,Guided Stud Curr Eco Prob II,現代經濟問題導修（二）,- Professor CAO Siying,15,0,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5537,ECON4901,ECON4901B,BS01,SEM,Undergraduate,E,2,Guided Stud Curr Eco Prob II,現代經濟問題導修（二）,- Professor Julius ILCIUKAS,15,8,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9703,ECON4901,ECON4901C,CS01,SEM,Undergraduate,E,2,Guided Stud Curr Eco Prob II,現代經濟問題導修（二）,- Miss LEUNG Yuk Chun,15,6,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5536,ECON4901,ECON4901D,DS01,SEM,Undergraduate,E,2,Guided Stud Curr Eco Prob II,現代經濟問題導修（二）,- Dr. YUNG Chor Wing Linda,15,7,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5538,ECON4901,ECON4901E,ES01,SEM,Undergraduate,E,2,Guided Stud Curr Eco Prob II,現代經濟問題導修（二）,- Professor DU Julan,15,0,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,4970,ECON4901,ECON4901F,FS01,SEM,Undergraduate,E,2,Guided Stud Curr Eco Prob II,現代經濟問題導修（二）,- Professor NG Ka Ho,15,0,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,4971,ECON4901,ECON4901G,GS01,SEM,Undergraduate,E,2,Guided Stud Curr Eco Prob II,現代經濟問題導修（二）,- Professor NG Ka Ho,15,0,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5578,ECON4901,ECON4901H,HS01,SEM,Undergraduate,E,2,Guided Stud Curr Eco Prob II,現代經濟問題導修（二）,- Dr. YUNG Chor Wing Linda,15,0,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5183,ECON4901,ECON4901I,IS01,SEM,Undergraduate,E,2,Guided Stud Curr Eco Prob II,現代經濟問題導修（二）,- Staff,15,7,,,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,6199,ECON4910,ECON4910-,-J01,PRJ,Undergraduate,E,3,Senior Thesis Research I,論文研究（一）,- Staff,10,10,Yes,Yes,Dept of Economics,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5116,EDUC2140,EDUC2140A,A,LEC,Undergraduate,E,2,AI and Data Sci in Education,人工智能與數據科學於教育之應用,- Dr. CHAN Wun Wa,45,44,,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,7047,EDUC2240,EDUC2240A,A,LEC,Undergraduate,E,3,Understand'g Sch'nEDU Poli HK,學校制度與香港教育政策導論,- Professor KWOK Yan Shing Henry,75,49,,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8479,EDUC3140,EDUC3140-,-,LEC,Undergraduate,E,2,Curric'r Strat Tackl'g Ind Dif,處理個別差異的課程策略,- Dr. WAN Wai Yan,60,35,,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8477,EDUC3200,EDUC3200-,-,LEC,Undergraduate,E,3,Develop'g Intercultural Compet,建立跨文化能力：體驗式學習,- Ms. TSE Tsz Lui Rosa,40,2,,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,4772,EDUC3201,EDUC3201A,A,LEC,Undergraduate,E,2,EthicsProf Stan for Teachers,教師倫理及專業標準,- Dr. LAU Ngar Sze,75,66,,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8524,EDUC3311,EDUC3311A,A,LEC,Undergraduate,E,3,Psy App to Learn'g & Teach'g,心理學的教學應用,- Dr. LAU Cin Yee Cindy,75,65,,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5128,EDUC3330,EDUC3330A,A,LEC,Undergraduate,E,3,Optimize Learn and Dev Ss DN I,優化不同需求學生的學習與發展（一）,- Professor CHEN Xinjie,75,74,Yes,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5129,EDUC3330,EDUC3330B,B,LEC,Undergraduate,E,3,Optimize Learn and Dev Ss DN I,優化不同需求學生的學習與發展（一）,- Professor WANG Li,75,74,Yes,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,7201,EDUC4040,EDUC4040A,AF01,FLD,Undergraduate,C,5,Teaching Practice II,教學實習(二),- Dr. NG Mau Yuen Eric,45,31,,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,7202,EDUC4040,EDUC4040B,BF01,FLD,Undergraduate,E,5,Teaching Practice II,教學實習(二),- Professor Scott Charles AUBREY,45,32,,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,7203,EDUC4040,EDUC4040C,CF01,FLD,Undergraduate,C&E,5,Teaching Practice II,教學實習(二),- Professor NG Oi Lam,45,33,,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,4775,EDUC4330,EDUC4330-,-,LEC,Undergraduate,E,2,School Guidance & Counselling,學校輔導,- Professor LAM Yu Hin,60,20,,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8526,EDUC4340,EDUC4340A,A,LEC,Undergraduate,E,2,Support'g Students with SEN,支援有特殊教育需要的學生,- Professor SO Wing Chee,75,49,,,Fac Office of Education,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5670,EEEN2020,EEEN2020-,-T01,TUT,Undergraduate,E,3,Renewable Energy Technologies,可再生能源技術,- Professor REN Wei,65,35,,Yes,Dept of Mech & Automation Engg,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9309,EEEN3010,EEEN3010-,-T01,TUT,Undergraduate,E,3,HVAC II,供熱通風與空調（二）,- Professor CHEN Chun,40,33,,,Dept of Mech & Automation Engg,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,7060,EEEN3020,EEEN3020-,-T01,TUT,Undergraduate,E,3,Ener Utilizat'n & Human Behavi,能源運用與人類行為,- Dr. LAU Alex Siu Hong,40,33,,,Dept of Mech & Automation Engg,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5230,EEEN4020,EEEN4020-,-T02,TUT,Undergraduate,E,3,Solar Ener & Photovoltaic Tech,太陽能及光伏技術,- Professor Martin STOLTERFOHT,50,46,,,Dept of Mech & Automation Engg,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5671,EEEN4060,EEEN4060-,-T01,TUT,Undergraduate,E,3,Energy Distribution,能源分配,- Professor XU Yunjian,40,34,,,Dept of Mech & Automation Engg,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,6475,EEEN4998,EEEN4998-,-J01,PRJ,Undergraduate,E,3,Final Year Project I,畢業專題研究（一）,- Professor ZHANG Weizhao,60,25,Yes,Yes,Dept of Mech & Automation Engg,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8043,EEEN4999,EEEN4999-,-J01,PRJ,Undergraduate,E,3,Final Year Project II,畢業專題研究（二）,- Professor ZHANG Weizhao,10,8,Yes,Yes,Dept of Mech & Automation Engg,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9328,EESC1001,EESC1001-,-,LEC,Undergraduate,E,2,Exploring The Earth,探索地球及環境科學,- Dr. LI Kwan Kit Ronald - Dr. TAM Pui Yuk - Dr. ZHANG Li,65,63,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,7492,EESC2020,EESC2020-,-T01,TUT,Undergraduate,E,3,Climate System Dynamics,氣候系統動力學,- Dr. LI Kwan Kit Ronald - Professor TAI Pui Kuen Amos,110,32,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8730,EESC2160,EESC2160-,-T01,TUT,Undergraduate,E,3,Minerals and Natural Resources,礦物與天然資源,- Dr. TAM Pui Yuk - Dr. ZHANG Li,30,26,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9594,EESC2515,EESC2515-,-,LEC,Undergraduate,E,3,Environmental Chemistry,環境化學,- Professor LEE Hung Kay,55,49,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9011,EESC2517,EESC2517-,-L01,LAB,Undergraduate,E,2,Environmental Chemistry Lab,環境化學實驗,- Dr. LO Chui Man - Professor LEE Hung Kay,24,17,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9658,EESC2800,EESC2800-,-T01,TUT,Undergraduate,E,3,Environmental Engineering,環境工程導論,- Dr. AU-YEUNG Yee Man,100,64,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,7494,EESC3120,EESC3120-,-T01,TUT,Undergraduate,E,3,Physics of the Earth,地球物理,- Professor YANG Hongfeng,40,38,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,6458,EESC3130,EESC3130-,-J01,PRJ,Undergraduate,E,3,Seismic Data Processing,地震數據處理,- Professor TAN Yen Joe,20,7,Yes,Yes,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5294,EESC3200,EESC3200-,-,LEC,Undergraduate,E,3,Atmospheric Dynamics,大氣動力學,- Dr. LI Kwan Kit Ronald,40,34,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9678,EESC3320,EESC3320-,-,LEC,Undergraduate,E,3,Hydrogeology,水文地質學,- Professor TAN Yen Joe,50,45,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,7753,EESC3510,EESC3510-,-,LEC,Undergraduate,E,3,Environmental Microbiology,環境微生物學,- Dr. ZHANG Li,40,33,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8254,EESC3530,EESC3530-,-L01,LAB,Undergraduate,E,2,Envir Microbio & Ecotoxico Lab,環境微生物學與生態毒理學實驗,- Dr. ZHANG Li - Professor CHOW Tat Shing - Professor DU Penghui,26,22,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,6304,EESC3900,EESC3900-,-P01,PRA,Undergraduate,E,3,Internship,實習課程,- Dr. AU-YEUNG Yee Man - Dr. TAM Pui Yuk,20,17,Yes,Yes,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9065,EESC4120,EESC4120-,-L01,LAB,Undergraduate,E,3,Petrology,岩石學,- Dr. TAM Pui Yuk,30,25,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5145,EESC4170,EESC4170-,-T01,TUT,Undergraduate,E,3,Geodynamics,地球動力學,- Professor ZHAN Yan,25,19,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,7749,EESC4240,EESC4240-,-,LEC,Undergraduate,E,3,Air Pollution Science,大氣污染科學與工程,- Professor CHAN Man Nin,45,21,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5132,EESC4310,EESC4310-,-,LEC,Undergraduate,E,3,Chemistry of Organic Matter,水生與陸源有機物質化學,- Professor CHOW Tat Shing,30,20,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5851,EESC4340,EESC4340-,-,LEC,Undergraduate,E,3,Environ Impact Assessment,環境影響評估,- Dr. LAW Man Suet Michelle,25,9,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5862,EESC4342,EESC4342-,-L01,LAB,Undergraduate,E,2,Environ Impact Assessment Lab,環境影響評估實驗,- Dr. LAW Man Suet Michelle,15,10,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8511,EESC4350,EESC4350-,-,LEC,Undergraduate,E,3,Environmental Health,環境衛生學：系統思維方法,- Professor Benoit THIBODEAU,30,21,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,8255,EESC4510,EESC4510-,-,LEC,Undergraduate,E,3,Statistical Data Analysis,地球與環境科學的統計方法與數據分析,- Dr. AU-YEUNG Yee Man - Dr. NG Tsin Hung,45,19,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9066,EESC4550,EESC4550-,-,LEC,Undergraduate,E,3,Practical Atmospheric Modeling,實用大氣模擬,- Professor ZHAI Shixian,14,9,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,5133,EESC4760,EESC4760-,-,LEC,Undergraduate,E,3,Science and ESG Analysis,環境、社會與治理分析中的科學應用,- Professor TAI Pui Kuen Amos,25,15,,,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,6370,EESC4810,EESC4810-,-J01,PRJ,Undergraduate,E,3,Senior Project I,畢業專題研究（一）,- Dr. AU-YEUNG Yee Man - Dr. LI Kwan Kit Ronald - Dr. TAM Pui Yuk - Dr. ZHANG Li - Professor Benoit THIBODEAU - Professor CHAN Man Nin - Professor CHOW Tat Shing - Professor LIU Lin - Professor TAI Pui Kuen Amos - Professor TAM Chi Yung Francis,60,41,Yes,Yes,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
2420,9900,EESC4820,EESC4820-,-J01,PRJ,Undergraduate,E,3,Senior Project II,畢業專題研究（二）,- Dr. AU-YEUNG Yee Man - Dr. LI Kwan Kit Ronald - Dr. NG Tsin Hung - Dr. TAM Pui Yuk - Dr. ZHANG Li - Professor Benoit THIBODEAU - Professor CHAN Man Nin - Professor CHOW Tat Shing - Professor LIU Lin - Professor TAI Pui Kuen Amos - Professor T,5,4,Yes,Yes,Dept of Earth & Environ Sci,2026-08-15T01-53-13+08-00-full-term-1,current,
