entity_type,entity_id,term_code,course_code,class_nbr,status,reason,attempt_count,first_attempt_at,last_attempt_at,source_snapshot_id,raw_path
subject,JASP,2420,,,historical_fallback,Latest query was invalid/blank; records use the previous snapshot and may be stale.,2,2026-08-14T18:07:15.619Z,2026-08-14T18:07:26.664Z,2026-08-15T00-47-47+08-00,archive/legacy-snapshots/2026-08-15T00-47-47+08-00/raw/2420/JASP.json
subject,KORE,2420,,,data,,1,2026-08-14T18:07:26.709Z,2026-08-14T18:07:31.811Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/KORE.json
subject,LAWS,2420,,,data,,2,2026-08-14T18:07:31.858Z,2026-08-14T18:07:42.645Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/LAWS.json
subject,LDTE,2420,,,data,,1,2026-08-14T18:07:46.759Z,2026-08-14T18:07:51.521Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/LDTE.json
subject,LING,2420,,,data,,1,2026-08-14T18:07:51.558Z,2026-08-14T18:07:56.839Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/LING.json
subject,LSCI,2420,,,data,,1,2026-08-14T18:07:56.881Z,2026-08-14T18:08:01.851Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/LSCI.json
subject,MAEG,2420,,,data,,1,2026-08-14T18:08:01.909Z,2026-08-14T18:08:07.245Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/MAEG.json
subject,MASE,2420,,,data,,1,2026-08-14T18:08:07.289Z,2026-08-14T18:08:12.746Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/MASE.json
subject,MATH,2420,,,historical_fallback,Latest query was invalid/blank; records use the previous snapshot and may be stale.,2,2026-08-14T18:08:12.790Z,2026-08-14T18:08:23.986Z,2026-08-15T00-47-47+08-00,archive/legacy-snapshots/2026-08-15T00-47-47+08-00/raw/2420/MATH.json
subject,MBTE,2420,,,data,,1,2026-08-14T18:08:24.028Z,2026-08-14T18:08:28.936Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/MBTE.json
subject,MEDF,2420,,,data,,1,2026-08-14T18:08:29.001Z,2026-08-14T18:08:34.210Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/MEDF.json
subject,MEDU,2420,,,data,,1,2026-08-14T18:08:37.925Z,2026-08-14T18:08:43.138Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/MEDU.json
subject,MGNT,2420,,,data,,1,2026-08-14T18:08:43.187Z,2026-08-14T18:08:48.176Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/MGNT.json
subject,MIEG,2420,,,data,,1,2026-08-14T18:08:48.219Z,2026-08-14T18:08:53.115Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/MIEG.json
subject,MKTG,2420,,,data,,1,2026-08-14T18:08:53.185Z,2026-08-14T18:08:58.438Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/MKTG.json
subject,MUSC,2420,,,data,,1,2026-08-14T18:08:58.483Z,2026-08-14T18:09:03.892Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/MUSC.json
subject,NSCI,2420,,,data,,1,2026-08-14T18:09:03.937Z,2026-08-14T18:09:09.105Z,2026-08-15T01-53-13+08-00-full-term-1,data/cuhk-timetable/snapshots/2026-08-15T01-53-13+08-00-full-term-1/raw/2420/NSCI.json
