Academic Term,Term Value,Queried Subject,Class Code,Class Nbr,Course Title,Units,Teaching Staff,Quota(s),Vacancy,Course Component,Section Code,Language,Add Consent,Drop Consent,Course Offering Dept,Meetings
2026-27 Term 2,2430,CHPR,CHPR3008-,5722,Foundations of Health Promo 健康促進基礎,2.00,- Professor YEUNG Chun Yiu,33,33,LEC,-,C&E,,,JC Sch of Pub Health Prim Care,"We 09:30AM - 12:15PM · ERB_706 · 1/13, 1/20, 1/27, 2/3 | We 09:30AM - 12:15PM · ERB_706 · 2/17, 2/24, 3/3 | We 09:30AM - 12:15PM · ERB_706 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,CHPR,CHPR4001-,5870,Settings-App for Health Promo 場所主導的健康促進,2.00,- Dr. YUNG Ka Chun,33,33,LEC,-,C&E,,,JC Sch of Pub Health Prim Care,"We 10:30AM - 12:15PM · BMS_2 · 1/13, 1/20, 1/27, 2/3 | We 10:30AM - 12:15PM · BMS_2 · 2/17, 2/24, 3/3 | We 10:30AM - 12:15PM · BMS_2 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,CHPR,CHPR4002-,5942,Health Communication 健康傳訊,3.00,- Professor DONG Dong,33,33,LEC,-,C#E,,,JC Sch of Pub Health Prim Care,"Tu 10:30AM - 01:15PM · BMS_LT · 1/12, 1/19, 1/26, 2/2 | Tu 10:30AM - 01:15PM · BMS_LT · 2/16, 2/23, 3/2 | Tu 10:30AM - 01:15PM · BMS_LT · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,CHPR,CHPR4004-,5745,Management of NGOs 非政府機構的管理,1.00,- Dr. MUI Wai Ho,33,33,LEC,-,C#E,,,JC Sch of Pub Health Prim Care,"Th 09:30AM - 12:15PM · LHC_G06 · 1/14, 1/21, 1/28, 2/4 | Th 09:30AM - 12:15PM · LHC_G06 · 2/18, 2/25, 3/4 | Th 09:30AM - 12:15PM · LHC_G06 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,CHPR,CHPR4005-,5746,Social Marketing Methods 社會營銷學,3.00,- Dr. MUI Wai Ho,33,33,LEC,-,C#E,,,JC Sch of Pub Health Prim Care,"Tu 10:30AM - 01:15PM · MMW_707 · 1/12, 1/19, 1/26, 2/2 | Tu 10:30AM - 01:15PM · MMW_707 · 2/16, 2/23, 3/2 | Tu 10:30AM - 01:15PM · MMW_707 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,CHPR,CHPR4011-,5807,Food Security 糧食保障：全球及本地視野,3.00,- Dr. YUNG Ka Chun,30,30,LEC,-,E,,,JC Sch of Pub Health Prim Care,"Th 03:30PM - 06:15PM · MMW_704 · 1/14, 1/21, 1/28, 2/4 | Th 03:30PM - 06:15PM · MMW_704 · 2/18, 2/25, 3/4 | Th 03:30PM - 06:15PM · MMW_704 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,CHPR,CHPR4012-,5841,Mental Health as a PH Issue 公共衞生與心理健康,3.00,- Professor YEUNG Chun Yiu,48,48,LEC,-,C&E,,,JC Sch of Pub Health Prim Care,"We 02:30PM - 05:15PM · LHC_106 · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 05:15PM · LHC_106 · 2/17, 2/24, 3/3 | We 02:30PM - 05:15PM · LHC_106 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,CHPR,CHPR4902-,6737,Practicum in CHPR II 社區健康實習（二）,5.00,- Dr. YUNG Ka Chun,33,33,PRA,-P01,E,,,JC Sch of Pub Health Prim Care,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,CLCE,CLCE1103-,5835,"Chi Lang, Cul & Lang Learning 中國語言及文化與語言學習",3.00,- Dr. LEE Siu Lun,25,25,LEC,-,P&E,,,Yale-China Chin Lang Acad,"We 09:30AM - 12:15PM · YIA_LT9 · 1/13, 1/20, 1/27, 2/3 | We 09:30AM - 12:15PM · YIA_LT9 · 2/17, 2/24, 3/3 | We 09:30AM - 12:15PM · YIA_LT9 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,CLCH,CLCH1702A,5774,Hokkinese thru Poems & Songs 福建話詩與歌,2.00,- Staff,22,22,LEC,A,H&C&P,Yes,,Yale-China Chin Lang Acad,"Mo 04:30PM - 06:15PM · YIA_501 · 1/11, 1/18, 1/25, 2/1 | Mo 04:30PM - 06:15PM · YIA_501 · 2/15, 2/22, 3/1 | Mo 04:30PM - 06:15PM · YIA_501 · 3/15, 3/22 | Mo 04:30PM - 06:15PM · YIA_501 · 4/12, 4/19"
2026-27 Term 2,2430,CLCH,CLCH1702B,6038,Hokkinese thru Poems & Songs 福建話詩與歌,2.00,- Staff,22,22,LEC,B,H&C&P,Yes,,Yale-China Chin Lang Acad,"Tu 12:30PM - 02:15PM · CKB_108 · 1/12, 1/19, 1/26, 2/2 | Tu 12:30PM - 02:15PM · CKB_108 · 2/16, 2/23, 3/2 | Tu 12:30PM - 02:15PM · CKB_108 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,CLED,CLED1030B,8127,Immersion Experience Putonghua 港外沉浸學習﹝普通話﹞,2.00,- Dr. KOU Zhihui,40,40,FLD,BF01,P,,,Chi Lan Edu Prog Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,CLED,CLED2640-,8372,"Language, Thought and Writing 語言、思維與寫作",2.00,- Dr. CHEUNG Yin Chu,40,40,LEC,-,C,,,Chi Lan Edu Prog Comm,"We 11:30AM - 01:15PM · CKB_706C · 1/13, 1/20, 1/27, 2/3 | We 11:30AM - 01:15PM · CKB_706C · 2/17, 2/24, 3/3 | We 11:30AM - 01:15PM · CKB_706C · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,CLED,CLED3530-,7074,Advanced Putonghua 進階普通話,2.00,- Dr. KOU Zhihui,40,40,LEC,-,P,,,Chi Lan Edu Prog Comm,"Mo 02:30PM - 04:15PM · HYS_G05 · 1/11, 1/18, 1/25, 2/1 | Mo 02:30PM - 04:15PM · HYS_G05 · 2/15, 2/22, 3/1 | Mo 02:30PM - 04:15PM · HYS_G05 · 3/15, 3/22 | Mo 02:30PM - 04:15PM · HYS_G05 · 4/12, 4/19"
2026-27 Term 2,2430,CLED,CLED4510-,8389,Methods of Chi Lang Teach II 中文教學法（二）,3.00,- Dr. NG Mau Yuen Eric,40,40,LEC,-,C,,,Chi Lan Edu Prog Comm,"Tu 10:30AM - 01:15PM · WMY_304 · 1/12, 1/19, 1/26, 2/2 | Tu 10:30AM - 01:15PM · WMY_304 · 2/16, 2/23, 3/2 | Th 02:30PM - 05:15PM · CKB_123 · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · CKB_123 · 2/18, 2/25, 3/4"
2026-27 Term 2,2430,CLED,CLED4520-,8219,Mat & Curr Design in Chi Teach 語文教材編選與課程設計,2.00,- Dr. CHEUNG Yin Chu,40,40,LEC,-,C,,,Chi Lan Edu Prog Comm,"Mo 04:30PM - 06:15PM · CKB_108 · 1/11, 1/18, 1/25, 2/1 | Mo 04:30PM - 06:15PM · CKB_108 · 2/15, 2/22, 3/1 | Mo 04:30PM - 06:15PM · CKB_108 · 3/15, 3/22 | Mo 04:30PM - 06:15PM · CKB_108 · 4/12, 4/19"
2026-27 Term 2,2430,CLED,CLED4720-,6258,Class Research -Chi Lang Teach 中國語文教學研究,3.00,- Dr. CHEUNG Yin Chu - Dr. KOU Zhihui - Dr. NG Mau Yuen Eric - Professor LAU Kit Ling - Professor PENG Yue,20,20,FLD,-F01,C,,,Chi Lan Edu Prog Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,CLED,CLED4730-,8005,Res'h Report in Chi Lang Teach 中國語文教學研究報告,3.00,- Dr. NG Mau Yuen Eric - Professor LAU Kit Ling - Professor PENG Yue,20,20,FLD,-F01,C,,,Chi Lan Edu Prog Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,CLED,CLED4740-,8392,Chinese Lang Teaching Assess 中國語文教學評估,2.00,- Professor PENG Yue,40,40,LEC,-,P,,,Chi Lan Edu Prog Comm,"Mo 11:30AM - 01:15PM · CKB_706C · 1/11, 1/18, 1/25, 2/1 | Mo 11:30AM - 01:15PM · CKB_706C · 2/15, 2/22, 3/1 | We 11:30AM - 01:15PM · ELB_202 · 1/13, 1/20, 1/27, 2/3 | We 11:30AM - 01:15PM · ELB_202 · 2/17, 2/24, 3/3"
2026-27 Term 2,2430,COOP,COOP1001-,6661,China Field Trip 中國內地考察,1.00,- Dr. LAI Hon Weng,60,60,FLD,-F01,C&E&P,,,Co-op Education Pgm Comm,Mo - · NRR · 1/11
2026-27 Term 2,2430,COOP,COOP2001-,6662,Asia Field Trip 亞洲考察,2.00,- Dr. LAI Hon Weng,60,60,FLD,-F01,E,,,Co-op Education Pgm Comm,Mo - · NRR · 1/11
2026-27 Term 2,2430,COOP,COOP3001-,6997,Unlocking Potential & Branding 提升潛能及個人品牌,1.00,- Dr. LAI Hon Weng,50,50,WKS,-W01,E,Yes,Yes,Co-op Education Pgm Comm,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,COOP,COOP3002A,7035,Develop Workplace Professional 培養職場專業技能,2.00,- Dr. LAI Hon Weng,130,130,LEC,A,E,Yes,Yes,Co-op Education Pgm Comm,"Fr 04:30PM - 06:15PM · YIA_LT7 · 1/15, 1/22, 1/29 | Fr 04:30PM - 06:15PM · YIA_LT7 · 2/12, 2/19, 2/26, 3/5 | Fr 04:30PM - 06:15PM · YIA_LT7 · 3/19 | Fr 04:30PM - 06:15PM · YIA_LT7 · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,COOP,COOP3002B,7026,Develop Workplace Professional 培養職場專業技能,2.00,- Dr. LAI Hon Weng,130,130,LEC,B,E,Yes,Yes,Co-op Education Pgm Comm,"Fr 02:30PM - 04:15PM · YIA_LT7 · 1/15, 1/22, 1/29 | Fr 02:30PM - 04:15PM · YIA_LT7 · 2/12, 2/19, 2/26, 3/5 | Fr 02:30PM - 04:15PM · YIA_LT7 · 3/19 | Fr 02:30PM - 04:15PM · YIA_LT7 · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,COOP,COOP3002C,8508,Develop Workplace Professional 培養職場專業技能,2.00,- Dr. LAI Hon Weng,130,130,LEC,C,E,Yes,Yes,Co-op Education Pgm Comm,"Th 04:30PM - 06:15PM · ELB_LT2 · 1/14, 1/21, 1/28, 2/4 | Th 04:30PM - 06:15PM · ELB_LT2 · 2/18, 2/25, 3/4 | Th 04:30PM - 06:15PM · ELB_LT2 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,COOP,COOP4001-,6748,Placement and Assessment 工作體驗及持續評估,1.00,- Dr. LAI Hon Weng,50,50,OTH,-O01,E,Yes,Yes,Co-op Education Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,CSAT,CSAT2002B,5088,Creative Dialogue 創意對談,3.00,- Dr. LEE Ching,40,40,LEC,B,C,,,Sch of Arch & Sch of JL & Comm,"Th 10:30AM - 01:15PM · WMY_504 · 1/14, 1/21, 1/28, 2/4 | Th 10:30AM - 01:15PM · WMY_504 · 2/18, 2/25, 3/4 | Th 10:30AM - 01:15PM · WMY_504 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,CUMT,CUMT4102-,6313,Research Project 專題研習,3.00,- Dr. PANG Ka Wei,30,30,TMC,-M01,C&E,Yes,Yes,Cultural Management Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,DOTE,DOTE1021A,6999,Basic Q Mtds for HRE 酒店旅遊及房地產計量方法,3.00,- Professor ONISHI Ken Theo,70,70,LEC,A,E,,,"Dept of Decis, Oper & Tech","Tu 02:30PM - 05:15PM · CYT_203 · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · CYT_203 · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · CYT_203 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,DOTE,DOTE1021B,6994,Basic Q Mtds for HRE 酒店旅遊及房地產計量方法,3.00,- Professor ONISHI Ken Theo,70,70,LEC,B,E,,,"Dept of Decis, Oper & Tech","We 02:30PM - 05:15PM · CYT_209A · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 05:15PM · CYT_209A · 2/17, 2/24, 3/3 | We 02:30PM - 05:15PM · CYT_209A · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,DOTE,DOTE1040A,5901,Eco for Business Studies II 企業經濟學（二）,3.00,- Dr. LI Dan,70,70,LEC,A,E,,,"Dept of Decis, Oper & Tech","Th 09:30AM - 12:15PM · WMY_507 · 1/14, 1/21, 1/28, 2/4 | Th 09:30AM - 12:15PM · WMY_507 · 2/18, 2/25, 3/4 | Th 09:30AM - 12:15PM · WMY_507 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE1040B,5902,Eco for Business Studies II 企業經濟學（二）,3.00,- Dr. HA Lin Tat,70,70,LEC,B,E,,,"Dept of Decis, Oper & Tech","Tu 10:30AM - 01:15PM · WMY_505 · 1/12, 1/19, 1/26, 2/2 | Tu 10:30AM - 01:15PM · WMY_505 · 2/16, 2/23, 3/2 | Tu 10:30AM - 01:15PM · WMY_505 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,DOTE,DOTE1040C,5781,Eco for Business Studies II 企業經濟學（二）,3.00,- Professor YE Lei,70,70,LEC,C,E,,,"Dept of Decis, Oper & Tech","Tu 10:30AM - 01:15PM · YIA_LT5 · 1/12, 1/19, 1/26, 2/2 | Tu 10:30AM - 01:15PM · YIA_LT5 · 2/16, 2/23, 3/2 | Tu 10:30AM - 01:15PM · YIA_LT5 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,DOTE,DOTE1040D,5903,Eco for Business Studies II 企業經濟學（二）,3.00,- Professor YE Lei,70,70,LEC,D,E,,,"Dept of Decis, Oper & Tech","Th 09:30AM - 12:15PM · WMY_505 · 1/14, 1/21, 1/28, 2/4 | Th 09:30AM - 12:15PM · WMY_505 · 2/18, 2/25, 3/4 | Th 09:30AM - 12:15PM · WMY_505 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE1040E,7123,Eco for Business Studies II 企業經濟學（二）,3.00,- Dr. LAU Ka William,70,70,LEC,E,E,,,"Dept of Decis, Oper & Tech","Th 02:30PM - 05:15PM · CYT_LT1B · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · CYT_LT1B · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · CYT_LT1B · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE1040F,7322,Eco for Business Studies II 企業經濟學（二）,3.00,- Dr. HA Lin Tat,70,70,LEC,F,E,,,"Dept of Decis, Oper & Tech","Tu 02:30PM - 05:15PM · CYT_LT1A · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · CYT_LT1A · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · CYT_LT1A · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,DOTE,DOTE1040G,5782,Eco for Business Studies II 企業經濟學（二）,3.00,- Dr. FU Rao,70,70,LEC,G,E,,,"Dept of Decis, Oper & Tech","Tu 10:30AM - 01:15PM · YIA_LT4 · 1/12, 1/19, 1/26, 2/2 | Tu 10:30AM - 01:15PM · YIA_LT4 · 2/16, 2/23, 3/2 | Tu 10:30AM - 01:15PM · YIA_LT4 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,DOTE,DOTE1040H,5783,Eco for Business Studies II 企業經濟學（二）,3.00,- Dr. HA Lin Tat,70,70,LEC,H,E,,,"Dept of Decis, Oper & Tech","Th 09:30AM - 12:15PM · YIA_LT4 · 1/14, 1/21, 1/28, 2/4 | Th 09:30AM - 12:15PM · YIA_LT4 · 2/18, 2/25, 3/4 | Th 09:30AM - 12:15PM · YIA_LT4 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE1040I,5904,Eco for Business Studies II 企業經濟學（二）,3.00,- Dr. FU Rao,70,70,LEC,I,E,,,"Dept of Decis, Oper & Tech","Tu 02:30PM - 05:15PM · WMY_505 · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · WMY_505 · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · WMY_505 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,DOTE,DOTE1040J,5905,Eco for Business Studies II 企業經濟學（二）,3.00,- Dr. FU Rao,70,70,LEC,J,E,,,"Dept of Decis, Oper & Tech","Th 02:30PM - 05:15PM · WMY_505 · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · WMY_505 · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · WMY_505 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE1040K,7320,Eco for Business Studies II 企業經濟學（二）,3.00,- Dr. FU Rao,70,70,LEC,K,E,,,"Dept of Decis, Oper & Tech","Th 09:30AM - 12:15PM · NAH_213 · 1/14, 1/21, 1/28, 2/4 | Th 09:30AM - 12:15PM · NAH_213 · 2/18, 2/25, 3/4 | Th 09:30AM - 12:15PM · NAH_213 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE1040L,5731,Eco for Business Studies II 企業經濟學（二）,3.00,- Dr. LAU Ka William,70,70,LEC,L,E,,,"Dept of Decis, Oper & Tech","Tu 02:30PM - 05:15PM · YIA_LT8 · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · YIA_LT8 · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · YIA_LT8 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,DOTE,DOTE1040M,7122,Eco for Business Studies II 企業經濟學（二）,3.00,- Dr. HA Lin Tat,70,70,LEC,M,E,,,"Dept of Decis, Oper & Tech","Th 02:30PM - 05:15PM · CYT_LT1A · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · CYT_LT1A · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · CYT_LT1A · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE2021A,5856,Applied Econ for Bus Decisions 企業決策之應用計量經濟,3.00,- Dr. LAU Ka William,70,70,LEC,A,E,,,"Dept of Decis, Oper & Tech","Mo 02:30PM - 05:15PM · WMY_507 · 1/11, 1/18, 1/25, 2/1 | Mo 02:30PM - 05:15PM · WMY_507 · 2/15, 2/22, 3/1 | Mo 02:30PM - 05:15PM · WMY_507 · 3/15, 3/22 | Mo 02:30PM - 05:15PM · WMY_507 · 4/12, 4/19"
2026-27 Term 2,2430,DOTE,DOTE2021B,7002,Applied Econ for Bus Decisions 企業決策之應用計量經濟,3.00,- Dr. LAU Ka William,70,70,LEC,B,E,,,"Dept of Decis, Oper & Tech","We 02:30PM - 05:15PM · CYT_LT1A · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 05:15PM · CYT_LT1A · 2/17, 2/24, 3/3 | We 02:30PM - 05:15PM · CYT_LT1A · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,DOTE,DOTE2021C,7720,Applied Econ for Bus Decisions 企業決策之應用計量經濟,3.00,- Professor TANG Wei,70,70,LEC,C,E,,,"Dept of Decis, Oper & Tech","Th 09:30AM - 12:15PM · CYT_LT1A · 1/14, 1/21, 1/28, 2/4 | Th 09:30AM - 12:15PM · CYT_LT1A · 2/18, 2/25, 3/4 | Th 09:30AM - 12:15PM · CYT_LT1A · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE2021D,5910,Applied Econ for Bus Decisions 企業決策之應用計量經濟,3.00,- Professor TANG Wei,70,70,LEC,D,E,,,"Dept of Decis, Oper & Tech","Th 02:30PM - 05:15PM · CYT_209A · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · CYT_209A · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · CYT_209A · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE2021E,5869,Applied Econ for Bus Decisions 企業決策之應用計量經濟,3.00,- Professor TANG Wei,70,70,LEC,E,E,,,"Dept of Decis, Oper & Tech","We 10:30AM - 01:15PM · WMY_505 · 1/13, 1/20, 1/27, 2/3 | We 10:30AM - 01:15PM · WMY_505 · 2/17, 2/24, 3/3 | We 10:30AM - 01:15PM · WMY_505 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,DOTE,DOTE2030E,6080,Operations Management 營運管理,3.00,- Professor GONG Xiting,70,70,LEC,E,E,,,"Dept of Decis, Oper & Tech","We 10:30AM - 01:15PM · WMY_507 · 1/13, 1/20, 1/27, 2/3 | We 10:30AM - 01:15PM · WMY_507 · 2/17, 2/24, 3/3 | We 10:30AM - 01:15PM · WMY_507 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,DOTE,DOTE2030F,5843,Operations Management 營運管理,3.00,- Professor KASHISH-ARORA,70,70,LEC,F,E,,,"Dept of Decis, Oper & Tech","We 02:30PM - 05:15PM · YIA_LT9 · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 05:15PM · YIA_LT9 · 2/17, 2/24, 3/3 | We 02:30PM - 05:15PM · YIA_LT9 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,DOTE,DOTE2030G,5784,Operations Management 營運管理,3.00,- Professor KASHISH-ARORA,70,70,LEC,G,E,,,"Dept of Decis, Oper & Tech","Th 02:30PM - 05:15PM · ELB_LT4 · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · ELB_LT4 · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · ELB_LT4 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE2030H,6111,Operations Management 營運管理,3.00,- Professor YEUNG Hoi Yan Jeff,70,70,LEC,H,E,,,"Dept of Decis, Oper & Tech","Mo 02:30PM - 05:15PM · WMY_505 · 1/11, 1/18, 1/25, 2/1 | Mo 02:30PM - 05:15PM · WMY_505 · 2/15, 2/22, 3/1 | Mo 02:30PM - 05:15PM · WMY_505 · 3/15, 3/22 | Mo 02:30PM - 05:15PM · WMY_505 · 4/12, 4/19"
2026-27 Term 2,2430,DOTE,DOTE2040B,5941,Business Analytics 商務分析,3.00,- Professor ZHU Kaijie,70,70,LEC,B,E,,,"Dept of Decis, Oper & Tech","Tu 02:30PM - 05:15PM · CYT_209A · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · CYT_209A · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · CYT_209A · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,DOTE,DOTE2051F,5798,Business Information Systems 商業資訊系統,3.00,- Professor LI Hongfei,70,70,LEC,F,E,,,"Dept of Decis, Oper & Tech","Th 02:30PM - 05:15PM · CK_TSE · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · CK_TSE · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · CK_TSE · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE2051G,5949,Business Information Systems 商業資訊系統,3.00,- Professor DONG Wanxue,70,70,LEC,G,E,,,"Dept of Decis, Oper & Tech","Th 09:30AM - 12:15PM · ELB_LT2 · 1/14, 1/21, 1/28, 2/4 | Th 09:30AM - 12:15PM · ELB_LT2 · 2/18, 2/25, 3/4 | Th 09:30AM - 12:15PM · ELB_LT2 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE2051H,7076,Business Information Systems 商業資訊系統,3.00,- Professor DONG Wanxue,70,70,LEC,H,E,,,"Dept of Decis, Oper & Tech","Mo 02:30PM - 05:15PM · CK_TSE · 1/11, 1/18, 1/25, 2/1 | Mo 02:30PM - 05:15PM · CK_TSE · 2/15, 2/22, 3/1 | Mo 02:30PM - 05:15PM · CK_TSE · 3/15, 3/22 | Mo 02:30PM - 05:15PM · CK_TSE · 4/12, 4/19"
2026-27 Term 2,2430,DOTE,DOTE2051I,5810,Business Information Systems 商業資訊系統,3.00,- Professor DONG Wanxue,70,70,LEC,I,E,,,"Dept of Decis, Oper & Tech","Tu 02:30PM - 05:15PM · ELB_LT3 · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · ELB_LT3 · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · ELB_LT3 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,DOTE,DOTE3010A,5761,AI Empowered Business 人工智能賦能商業,3.00,- Professor ZHANG Dongcheng,55,55,LEC,A,E,,,"Dept of Decis, Oper & Tech","Th 02:30PM - 05:15PM · FYB_UG01 · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · FYB_UG01 · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · FYB_UG01 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,DOTE,DOTE3010B,8435,AI Empowered Business 人工智能賦能商業,3.00,- Professor ZHANG Dongcheng,55,55,LEC,B,E,,,"Dept of Decis, Oper & Tech","We 02:30PM - 05:15PM · ELB_308 · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 05:15PM · ELB_308 · 2/17, 2/24, 3/3 | We 02:30PM - 05:15PM · ELB_308 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,DOTE,DOTE3030-,5779,Business Forecasting 商情預測,3.00,- Professor LIU Ruixuan,55,55,LEC,-,E,,,"Dept of Decis, Oper & Tech","Mo 09:30AM - 12:15PM · ELB_303 · 1/11, 1/18, 1/25, 2/1 | Mo 09:30AM - 12:15PM · ELB_303 · 2/15, 2/22, 3/1 | Mo 09:30AM - 12:15PM · ELB_303 · 3/15, 3/22 | Mo 09:30AM - 12:15PM · ELB_303 · 4/12, 4/19"
2026-27 Term 2,2430,DOTE,DOTE3050-,6021,Global Economics 國際經濟學,3.00,- Professor YE Lei,55,55,LEC,-,E,,,"Dept of Decis, Oper & Tech","We 09:30AM - 12:15PM · CKB_UG04 · 1/13, 1/20, 1/27, 2/3 | We 09:30AM - 12:15PM · CKB_UG04 · 2/17, 2/24, 3/3 | We 09:30AM - 12:15PM · CKB_UG04 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
