Academic Term,Term Value,Queried Subject,Class Code,Class Nbr,Course Title,Units,Teaching Staff,Quota(s),Vacancy,Course Component,Section Code,Language,Add Consent,Drop Consent,Course Offering Dept,Meetings
2026-27 Term 2,2430,GDRS,GDRS3021-,6122,LGBTQI+ Studies LGBTQI+ 研究：身份與社,3.00,- Dr. CHO Man Kit,40,40,LEC,-,E,,,Gender Studies Pgm Comm,"Th 02:30PM - 05:15PM · ARC_G03 · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · ARC_G03 · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · ARC_G03 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,GDRS,GDRS3024-,8282,Gender Biases in Edu & Work 教育和職場的性別偏見,3.00,- Staff,35,35,LEC,-,E,,,Gender Studies Pgm Comm,"Mo 02:30PM - 04:15PM · YIA_201 · 1/11, 1/18, 1/25, 2/1 | Mo 02:30PM - 04:15PM · YIA_201 · 2/15, 2/22, 3/1 | Mo 02:30PM - 04:15PM · YIA_201 · 3/15, 3/22 | Mo 02:30PM - 04:15PM · YIA_201 · 4/12, 4/19"
2026-27 Term 2,2430,GDRS,GDRS3024-,8282,Gender Biases in Edu & Work 教育和職場的性別偏見,3.00,- Staff,35,35,DIS,-D01,E,,,Gender Studies Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GDRS,GDRS3024-,8282,Gender Biases in Edu & Work 教育和職場的性別偏見,3.00,- Staff,35,35,TUT,-T01,E,,,Gender Studies Pgm Comm,"Mo 04:30PM - 05:15PM · YIA_201 · 1/11, 1/18, 1/25, 2/1 | Mo 04:30PM - 05:15PM · YIA_201 · 2/15, 2/22, 3/1 | Mo 04:30PM - 05:15PM · YIA_201 · 3/15, 3/22 | Mo 04:30PM - 05:15PM · YIA_201 · 4/12, 4/19"
2026-27 Term 2,2430,GDRS,GDRS4008-,8296,Social Inequalities and Health 社會不平等與健康：邁向多元與平等,3.00,- Professor SUEN Yiu Tung,30,30,LEC,-,E,,,Gender Studies Pgm Comm,"We 02:30PM - 04:15PM · YIA_509 · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 04:15PM · YIA_509 · 2/17, 2/24, 3/3 | We 02:30PM - 04:15PM · YIA_509 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,GDRS,GDRS4008-,8296,Social Inequalities and Health 社會不平等與健康：邁向多元與平等,3.00,- Professor SUEN Yiu Tung,30,30,TUT,-T01,E,,,Gender Studies Pgm Comm,"We 04:30PM - 05:15PM · YIA_509 · 1/13, 1/20, 1/27, 2/3 | We 04:30PM - 05:15PM · YIA_509 · 2/17, 2/24, 3/3 | We 04:30PM - 05:15PM · YIA_509 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,GDRS,GDRS4010-,7984,Thesis II 論文研討(二),3.00,- Professor WONG Wang Ivy,30,30,LEC,-,E,,,Gender Studies Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GDRS,GDRS4010-,7984,Thesis II 論文研討(二),3.00,- Professor WONG Wang Ivy,30,30,TMC,-M01,E,,,Gender Studies Pgm Comm,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC1000-,8892,College Assembly 書院週會,0.00,- Staff,4000,4000,ASB,-A01,C&E&P,Yes,Yes,Chung Chi College,"Fr 11:30AM - 01:15PM · CCCC · 1/15, 1/22, 1/29 | Fr 11:30AM - 01:15PM · CCCC · 2/12, 2/19, 2/26, 3/5 | Fr 11:30AM - 01:15PM · CCCC · 3/19 | Fr 11:30AM - 01:15PM · CCCC · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,GECC,GECC1000A,8783,College Assembly 書院週會,0.00,- Staff,4000,4000,ASB,AA01,C&E&P,Yes,Yes,Chung Chi College,"Fr 11:30AM - 01:15PM · CCCC · 1/15, 1/22, 1/29 | Fr 11:30AM - 01:15PM · CCCC · 2/12, 2/19, 2/26, 3/5 | Fr 11:30AM - 01:15PM · CCCC · 3/19 | Fr 11:30AM - 01:15PM · CCCC · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,GECC,GECC3130A,7843,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,FLD,AF01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130A,7843,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,PRJ,AJ01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130A,7843,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,SEM,AS01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130AA,6641,Exploration and Discovery 學問與遊歷,3.00,- Professor YAM Cheuk Sing,3,3,FLD,AAF1,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130AA,6641,Exploration and Discovery 學問與遊歷,3.00,- Professor YAM Cheuk Sing,3,3,PRJ,AAJ1,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130AA,6641,Exploration and Discovery 學問與遊歷,3.00,- Professor YAM Cheuk Sing,3,3,SEM,AAS1,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130B,7895,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,FLD,BF01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130B,7895,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,PRJ,BJ01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130B,7895,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,SEM,BS01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130C,6532,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,FLD,CF01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130C,6532,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,PRJ,CJ01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130C,6532,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,SEM,CS01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130D,6504,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,FLD,DF01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130D,6504,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,PRJ,DJ01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3130D,6504,Exploration and Discovery 學問與遊歷,3.00,- Staff,28,28,SEM,DS01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3230A,6414,Service-Learning Programme 服務學習計劃,3.00,- Staff,16,16,FLD,AF01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3230A,6414,Service-Learning Programme 服務學習計劃,3.00,- Staff,16,16,TUT,AT01,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3230AA,8094,Service-Learning Programme 服務學習計劃,3.00,- Professor YAM Cheuk Sing,3,3,FLD,AAF1,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3230AA,8094,Service-Learning Programme 服務學習計劃,3.00,- Professor YAM Cheuk Sing,3,3,TUT,AAT1,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3430-,6638,Servant Leadership 僕人領袖,3.00,- Dr. AHMAT Ricky - Professor NG Shek Nam - Professor WONG Pak Ho,28,28,FLD,-F01,C,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3430-,6638,Servant Leadership 僕人領袖,3.00,- Dr. AHMAT Ricky - Professor NG Shek Nam - Professor WONG Pak Ho,28,28,LEC,-,C,,,Chung Chi College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC3430-,6638,Servant Leadership 僕人領袖,3.00,- Dr. AHMAT Ricky - Professor NG Shek Nam - Professor WONG Pak Ho,28,28,SEM,-S01,C,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECC,GECC4130AA,6644,Senior Seminar 專題討論,3.00,- Professor YAM Cheuk Sing,3,3,SEM,AAS1,C&E,,,Chung Chi College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECW,GECW1000-,8543,Non-formal Learning I 非形式學習（一）,0.00,- Professor CHEUNG Chi Kwan Vincent,100,100,WKS,-W01,C&E&P,,,CW Chu College,"Tu 06:30PM - 08:15PM · NRR · 1/12, 1/19, 1/26, 2/2 | Tu 06:30PM - 08:15PM · NRR · 2/16, 2/23, 3/2 | Tu 06:30PM - 08:15PM · NRR · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20 | We 06:30PM - 08:15PM · NRR · 1/13, 1/20, 1/27, 2/3 | We 06:30PM - 08:15PM · NRR · 2/17, 2/24, 3/3 | We 06:30PM - 08:15PM · NRR · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21 | Th 06:30PM - 08:15PM · NRR · 1/14, 1/21, 1/28, 2/4 | Th 06:30PM - 08:15PM · NRR · 2/18, 2/25, 3/4 | Th 06:30PM - 08:15PM · NRR · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,GECW,GECW2000-,6439,Non-formal Learning II 非形式學習（二）,0.00,- Professor CHEUNG Chi Kwan Vincent,90,90,WKS,-W01,C&E&P,,,CW Chu College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECW,GECW3000-,6383,Non-formal Learning III 非形式學習（三）,0.00,- Professor CHEUNG Chi Kwan Vincent,90,90,WKS,-W01,C&E&P,,,CW Chu College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECW,GECW4000-,6384,Non-formal Learning IV 非形式學習（四）,0.00,- Professor CHEUNG Chi Kwan Vincent,90,90,WKS,-W01,C&E&P,,,CW Chu College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECW,GECW4021A,6707,College Project 專題討論,3.00,- Professor Kenneth YOUNG,25,25,TUT,AT01,C&E&P,,,CW Chu College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECW,GECW4022A,6396,College Project (Service) 專題討論（服務學習）,3.00,- Professor Kenneth YOUNG,25,25,TUT,AT01,C&E&P,,,CW Chu College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GECW,GECW4030-,6493,Service 服務,0.00,- Professor CHEUNG Chi Kwan Vincent,30,30,PRJ,-J01,C&E&P,,,CW Chu College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GEMC,GEMC3001-,6640,Service Learning 服務學習,3.00,- Professor Ann Louise HUSS,25,25,FLD,-F01,E,Yes,Yes,Morningside College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GEMC,GEMC3001-,6640,Service Learning 服務學習,3.00,- Professor Ann Louise HUSS,10,10,TUT,-T01,E,Yes,Yes,Morningside College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GEMC,GEMC3001-,6640,Service Learning 服務學習,3.00,- Professor Ann Louise HUSS,10,10,TUT,-T02,E,Yes,Yes,Morningside College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GEMC,GEMC3001-,6640,Service Learning 服務學習,3.00,- Professor Ann Louise HUSS,10,10,TUT,-T03,E,Yes,Yes,Morningside College,TBA · NRR · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1000-,8893,College Biweekly Assembly 書院雙週會,0.00,- Staff,1438,1438,ASB,-A01,C&E&P,,,New Asia College,"Fr 11:30AM - 01:15PM · RRS · 1/15, 1/22, 1/29 | Fr 11:30AM - 01:15PM · RRS · 2/12, 2/19, 2/26, 3/5 | Fr 11:30AM - 01:15PM · RRS · 3/19 | Fr 11:30AM - 01:15PM · RRS · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,GENA,GENA1000A,8808,College Biweekly Assembly 書院雙週會,0.00,- Staff,2000,2000,ASB,AA01,C&E&P,,,New Asia College,"Fr 11:30AM - 01:15PM · RRS · 1/15, 1/22, 1/29 | Fr 11:30AM - 01:15PM · RRS · 2/12, 2/19, 2/26, 3/5 | Fr 11:30AM - 01:15PM · RRS · 3/19 | Fr 11:30AM - 01:15PM · RRS · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,GENA,GENA1114A,6486,Service Learning - Chinese Cul 服務學習: 中國文化在社區的傳,3.00,- Mr. CHEUNG Yu Ling,35,35,FLD,AF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1114A,6486,Service Learning - Chinese Cul 服務學習: 中國文化在社區的傳,3.00,- Mr. CHEUNG Yu Ling,35,35,LEC,A,C,,,New Asia College,"Tu 02:30PM - 05:15PM · ELB_202 · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · ELB_202 · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · ELB_202 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,GENA,GENA1114C,6693,Service Learning - Chinese Cul 服務學習: 中國文化在社區的傳,3.00,- Dr. CHIU King Pong,35,35,FLD,CF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1114C,6693,Service Learning - Chinese Cul 服務學習: 中國文化在社區的傳,3.00,- Dr. CHIU King Pong,35,35,LEC,C,C,,,New Asia College,"Mo 10:30AM - 01:15PM · YIA_502 · 1/11, 1/18, 1/25, 2/1 | Mo 10:30AM - 01:15PM · YIA_502 · 2/15, 2/22, 3/1 | Mo 10:30AM - 01:15PM · YIA_502 · 3/15, 3/22 | Mo 10:30AM - 01:15PM · YIA_502 · 4/12, 4/19"
2026-27 Term 2,2430,GENA,GENA1114D,8093,Service Learning - Chinese Cul 服務學習: 中國文化在社區的傳,3.00,- Staff,35,35,FLD,DF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1114D,8093,Service Learning - Chinese Cul 服務學習: 中國文化在社區的傳,3.00,- Staff,35,35,LEC,D,C,,,New Asia College,"Th 02:30PM - 05:15PM · ELB_308 · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · ELB_308 · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · ELB_308 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,GENA,GENA1115D,6231,Service Learning – Make a Diff 服務學習: 改變社區由我做起,3.00,- Staff,35,35,FLD,DF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1115D,6231,Service Learning – Make a Diff 服務學習: 改變社區由我做起,3.00,- Staff,35,35,LEC,D,C,,,New Asia College,"Th 02:30PM - 05:15PM · CKB_UG03 · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · CKB_UG03 · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · CKB_UG03 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,GENA,GENA1115E,6232,Service Learning – Make a Diff 服務學習: 改變社區由我做起,3.00,- Staff,35,35,FLD,EF01,E,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1115E,6232,Service Learning – Make a Diff 服務學習: 改變社區由我做起,3.00,- Staff,35,35,LEC,E,E,,,New Asia College,"Tu 10:30AM - 01:15PM · WMY_408 · 1/12, 1/19, 1/26, 2/2 | Tu 10:30AM - 01:15PM · WMY_408 · 2/16, 2/23, 3/2 | Tu 10:30AM - 01:15PM · WMY_408 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,GENA,GENA1116D,6227,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,DF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116D,6227,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,D,C,,,New Asia College,"Mo 02:30PM - 05:15PM · HYS_G01 · 1/11, 1/18, 1/25, 2/1 | Mo 02:30PM - 05:15PM · HYS_G01 · 2/15, 2/22, 3/1 | Mo 02:30PM - 05:15PM · HYS_G01 · 3/15, 3/22 | Mo 02:30PM - 05:15PM · HYS_G01 · 4/12, 4/19"
2026-27 Term 2,2430,GENA,GENA1116E,6225,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,EF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116E,6225,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,E,C,,,New Asia College,"We 02:30PM - 05:15PM · LSK_515 · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 05:15PM · LSK_515 · 2/17, 2/24, 3/3 | We 02:30PM - 05:15PM · LSK_515 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,GENA,GENA1116F,7928,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,FF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116F,7928,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,F,C,,,New Asia College,"Tu 02:30PM - 05:15PM · WMY_504 · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · WMY_504 · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · WMY_504 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,GENA,GENA1116G,6228,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,GF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116G,6228,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,G,C,,,New Asia College,"We 02:30PM - 05:15PM · BMS_2 · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 05:15PM · BMS_2 · 2/17, 2/24, 3/3 | We 02:30PM - 05:15PM · BMS_2 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,GENA,GENA1116I,6229,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,IF01,E,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116I,6229,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,I,E,,,New Asia College,"We 02:30PM - 05:15PM · UCA_104 · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 05:15PM · UCA_104 · 2/17, 2/24, 3/3 | We 02:30PM - 05:15PM · UCA_104 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,GENA,GENA1116J,6230,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,JF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116J,6230,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,J,C,,,New Asia College,"Mo 10:30AM - 01:15PM · UCA_111 · 1/11, 1/18, 1/25, 2/1 | Mo 10:30AM - 01:15PM · UCA_111 · 2/15, 2/22, 3/1 | Mo 10:30AM - 01:15PM · UCA_111 · 3/15, 3/22 | Mo 10:30AM - 01:15PM · UCA_111 · 4/12, 4/19"
2026-27 Term 2,2430,GENA,GENA1116K,6226,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,KF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116K,6226,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,K,C,,,New Asia College,"Tu 02:30PM - 05:15PM · NAH_114 · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · NAH_114 · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · NAH_114 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,GENA,GENA1116L,8366,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,LF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116L,8366,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,L,C,,,New Asia College,"Th 02:30PM - 05:15PM · YIA_403 · 1/14, 1/21, 1/28, 2/4 | Th 02:30PM - 05:15PM · YIA_403 · 2/18, 2/25, 3/4 | Th 02:30PM - 05:15PM · YIA_403 · 3/18, 3/25, 4/1, 4/8, 4/15, 4/22"
2026-27 Term 2,2430,GENA,GENA1116M,6415,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Miss CHEUNG Wan Ying,35,35,FLD,MF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116M,6415,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Miss CHEUNG Wan Ying,35,35,LEC,M,C,,,New Asia College,"We 02:30PM - 05:15PM · ELB_205 · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 05:15PM · ELB_205 · 2/17, 2/24, 3/3 | We 02:30PM - 05:15PM · ELB_205 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,GENA,GENA1116N,7977,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,NF01,E,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116N,7977,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,N,E,,,New Asia College,"Tu 02:30PM - 05:15PM · SB_239 · 1/12, 1/19, 1/26, 2/2 | Tu 02:30PM - 05:15PM · SB_239 · 2/16, 2/23, 3/2 | Tu 02:30PM - 05:15PM · SB_239 · 3/16, 3/23, 3/30, 4/6, 4/13, 4/20"
2026-27 Term 2,2430,GENA,GENA1116O,6416,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Dr. TSE Sze Hei,35,35,FLD,OF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116O,6416,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Dr. TSE Sze Hei,35,35,LEC,O,C,,,New Asia College,"Fr 02:30PM - 05:15PM · NAH_11 · 1/15, 1/22, 1/29 | Fr 02:30PM - 05:15PM · NAH_11 · 2/12, 2/19, 2/26, 3/5 | Fr 02:30PM - 05:15PM · NAH_11 · 3/19 | Fr 02:30PM - 05:15PM · NAH_11 · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,GENA,GENA1116P,7976,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Dr. LAU Ngar Sze,35,35,FLD,PF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1116P,7976,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Dr. LAU Ngar Sze,35,35,LEC,P,C,,,New Asia College,"Fr 02:30PM - 05:15PM · WMY_402 · 1/15, 1/22, 1/29 | Fr 02:30PM - 05:15PM · WMY_402 · 2/12, 2/19, 2/26, 3/5 | Fr 02:30PM - 05:15PM · WMY_402 · 3/19 | Fr 02:30PM - 05:15PM · WMY_402 · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,GENA,GENA1117A,6647,Service Learning - Integrating 服務學習：在社區中結合和應用S,3.00,- Mr. CHOW Cheuk Hei - Mr. CHUNG Chit Tik,35,35,FLD,AF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1117A,6647,Service Learning - Integrating 服務學習：在社區中結合和應用S,3.00,- Mr. CHOW Cheuk Hei - Mr. CHUNG Chit Tik,35,35,LEC,A,C,,,New Asia College,"Fr 02:30PM - 05:15PM · LSK_515 · 1/15, 1/22, 1/29 | Fr 02:30PM - 05:15PM · LSK_515 · 2/12, 2/19, 2/26, 3/5 | Fr 02:30PM - 05:15PM · LSK_515 · 3/19 | Fr 02:30PM - 05:15PM · LSK_515 · 4/2, 4/9, 4/16, 4/23"
2026-27 Term 2,2430,GENA,GENA1117B,7978,Service Learning - Integrating 服務學習：在社區中結合和應用S,3.00,- Mr. CHOW Cheuk Hei - Mr. CHUNG Chit Tik,35,35,FLD,BF01,C,,,New Asia College,TBA · TBA · 11/01/2027 - 19/04/2027
2026-27 Term 2,2430,GENA,GENA1117B,7978,Service Learning - Integrating 服務學習：在社區中結合和應用S,3.00,- Mr. CHOW Cheuk Hei - Mr. CHUNG Chit Tik,35,35,LEC,B,C,,,New Asia College,"We 02:30PM - 05:15PM · LSK_514 · 1/13, 1/20, 1/27, 2/3 | We 02:30PM - 05:15PM · LSK_514 · 2/17, 2/24, 3/3 | We 02:30PM - 05:15PM · LSK_514 · 3/17, 3/24, 3/31, 4/7, 4/14, 4/21"
2026-27 Term 2,2430,GENA,GENA2142B,5030,Appreciation of Literature 文學欣賞,2.00,- Staff,50,50,LEC,B,C,,,New Asia College,"Sa 10:30AM - 12:15PM · ELB_303 · 1/16, 1/23, 1/30 | Sa 10:30AM - 12:15PM · ELB_303 · 2/13, 2/20, 2/27, 3/6 | Sa 10:30AM - 12:15PM · ELB_303 · 3/20 | Sa 10:30AM - 12:15PM · ELB_303 · 4/3, 4/10, 4/17, 4/24"
2026-27 Term 2,2430,GENA,GENA2152-,7269,Appreciation of Art 藝術欣賞,2.00,- Dr. WONG Wai Yin,55,55,LEC,-,C,,,New Asia College,"Fr 02:30PM - 04:15PM · NAH_12 · 1/15, 1/22, 1/29 | Fr 02:30PM - 04:15PM · NAH_12 · 2/12, 2/19, 2/26, 3/5 | Fr 02:30PM - 04:15PM · NAH_12 · 3/19 | Fr 02:30PM - 04:15PM · NAH_12 · 4/2, 4/9, 4/16, 4/23"
